task_id	dgp	n	d	s_prog	s_effect	theta_prog	theta_effect	tau	ipw_transform	alpha	random_seed	strategy	test_thresh	learner	n_burn_in	n_min	margin_width	alpha_min	alpha_spending_fn	substitute_t_test	train_ratio	n_sims	task_label
5259	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3995053883	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5260	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2717476826	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5261	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3626020568	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5262	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3023043191	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5263	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2902743990	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5264	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	18740105	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5265	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	597498030	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5266	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	717058070	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5267	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1091915476	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5268	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3062509460	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5269	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3760292074	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5270	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2862103564	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5271	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	785151076	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5272	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	4149142432	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5273	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1195888151	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5274	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3268632427	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5275	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	556630538	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5276	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	4083537680	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5277	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2903862723	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5278	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3017388462	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5279	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	4054373144	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5280	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1280124509	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5281	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1155208904	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5282	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	452538900	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5283	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2041855827	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5284	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3357907922	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5285	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2724468434	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5286	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2766599819	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5287	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	4292674852	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5288	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	206957353	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5289	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	450147216	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5290	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1546404964	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5291	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2141345269	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5292	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	4109423919	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5293	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1654078310	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5294	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2149206555	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5295	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3718669311	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5296	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1858557480	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5297	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2044265826	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5298	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1965804846	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5299	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	476644847	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.55	50	datasplit
5300	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	897144465	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5301	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2724830975	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5302	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1583585229	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5303	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3310477538	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5304	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1588335851	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5305	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	12374888	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5306	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	224863099	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5307	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3689190854	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5308	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3296677864	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5309	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	798962700	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5310	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1788872913	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5311	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2371119844	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5312	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3531235724	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5313	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1785836643	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5314	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3652216862	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5315	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3090889601	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5316	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	910507535	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5317	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1594126984	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5318	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2823311688	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5319	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3735604389	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5320	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2028434890	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5321	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3137457973	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5322	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3780244407	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5323	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2781906901	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5324	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	926599136	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5325	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3419827299	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5326	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2911185516	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5327	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3238504278	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5328	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2610275500	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5329	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	154355436	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5330	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1268310177	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5331	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1695371144	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5332	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	586696407	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5333	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3997786887	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5334	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2798771462	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5335	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	539981603	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5336	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3172251921	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5337	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3165805570	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5338	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1355609115	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5339	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	4185839941	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5340	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2769534955	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5341	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	224191403	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5342	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1697074324	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5343	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2930000411	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5344	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3063200231	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5345	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2010706741	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5346	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	855623093	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5347	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2487538752	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5348	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3823444323	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5349	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	366538260	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.6	50	datasplit
5350	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1234414843	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5351	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	184713450	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5352	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1579628770	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5353	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2864170508	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5354	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	249503032	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5355	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3536087088	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5356	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	478941301	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5357	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3358730293	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5358	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2215609993	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5359	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2335627828	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5360	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1149301803	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5361	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	428924718	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5362	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3588360244	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5363	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2955128393	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5364	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	63107629	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5365	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1038904844	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5366	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1628196516	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5367	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3913010277	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5368	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1448888087	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5369	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3600322305	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5370	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	83011541	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5371	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3046776656	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5372	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	534158179	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5373	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	4075262349	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5374	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1776581769	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5375	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	134955682	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5376	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2116837272	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5377	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3161956738	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5378	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1736411246	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5379	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1418381925	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5380	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2280359952	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5381	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3891523339	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5382	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2556071093	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5383	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1145361267	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5384	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	42622487	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5385	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3113234972	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5386	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1993273514	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5387	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3769465240	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5388	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	4138197731	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5389	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	178914681	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5390	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2229226683	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5391	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1707883353	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5392	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2910021861	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5393	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3274092352	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5394	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1339445075	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5395	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1953861750	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5396	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3324267675	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5397	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1147841295	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5398	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3319672494	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5399	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	944056784	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.65	50	datasplit
5400	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2238949479	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5401	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	564866651	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5402	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	4191947449	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5403	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3681343435	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5404	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	539234074	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5405	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	2471132661	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5406	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	72789684	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5407	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	328070825	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5408	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3307804346	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5409	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1643169966	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5410	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	3466706653	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5411	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1579404008	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5412	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	516286113	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5413	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	780563876	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5414	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1140669573	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5415	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1870491014	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5416	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	75386847	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5417	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1426355935	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5418	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1259750900	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
5419	BasicLinearRCT	4000	20	20	20	0	0.4	0	True	0.05	1468035736	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.7	50	datasplit
